iter	RMSE
343	4001.796819
344	3997.905656
345	3997.09643
346	3995.647194
347	3993.140876
348	3992.094911
349	3989.44147
350	3988.161243
351	3986.851777
352	3986.021422
353	3983.966924
354	3982.765883
355	3981.188967
356	3980.679923
357	3979.165629
358	3978.266445
359	3977.410225
360	3976.221762
361	3975.454924
362	3974.459396
363	3973.757565
364	3971.782243
365	3971.178565
366	3970.223995
367	3969.755528
368	3969.319785
369	3968.580185
370	3968.131202
371	3967.384353
372	3966.260583
373	3965.260793
374	3964.146895
375	3963.3221
376	3961.09604
377	3959.563986
378	3958.706394
379	3957.599316
380	3952.292056
381	3950.133897
382	3948.356717
383	3947.729631
384	3947.19814
385	3946.21597
386	3945.872793
387	3945.427468
388	3945.18079
389	3944.499515
390	3943.682493
391	3943.153992
392	3942.408178
393	3941.375213
394	3940.94226
395	3940.492822
396	3939.689519
397	3939.035627
398	3937.726332
399	3937.013036
400	3936.231397
401	3935.287937
402	3932.310512
403	3931.315922
404	3929.939658
405	3927.777117
406	3927.227294
407	3926.690716
408	3926.291133
409	3923.83274
410	3923.278161
411	3920.820858
412	3920.011306
413	3919.32608
414	3918.195655
415	3916.590888
416	3915.530947
417	3914.661335
418	3912.923673
419	3912.405352
420	3911.97675
421	3909.008126
422	3908.287487
423	3906.906789
424	3906.252571
425	3905.438521
426	3905.110745
427	3904.228676
428	3903.93494
429	3903.390853
430	3903.04904
431	3902.366221
432	3901.566886
433	3901.006471
434	3899.679739
435	3898.708222
436	3897.03995
437	3894.986949
438	3894.300165
439	3893.770553
440	3892.964719
441	3892.500589
442	3892.072767
443	3891.197281
444	3887.731596
445	3886.50392
446	3885.703695
447	3884.687671
448	3883.818348
449	3883.512338
450	3882.331019
451	3881.80889
452	3881.399683
453	3879.262239
454	3878.394598
455	3877.11228
456	3876.599
457	3876.375034
458	3876.157968
459	3875.301757
460	3874.584735
461	3873.657596
462	3873.355282
463	3873.135357
464	3872.922598
465	3871.952864
466	3871.618487
467	3870.200085
468	3869.478463
469	3868.069077
470	3867.588885
471	3865.941822
472	3865.089085
473	3863.981873
474	3863.170493
475	3862.611953
476	3859.931454
477	3859.75736
478	3859.534208
479	3858.567051
480	3857.67143
481	3855.794808
482	3855.611833
483	3854.867031
484	3853.947651
485	3853.3356
486	3853.16239
487	3852.138232
488	3850.540736
489	3849.983086
490	3848.879013
491	3848.447706
492	3847.988475
493	3847.243428
494	3846.280157
495	3846.118869
496	3845.268398
497	3844.253996
498	3842.054813
499	3841.612568
500	3839.528388
501	3838.526945
502	3838.228753
503	3837.661751
504	3836.975308
505	3836.734207
506	3835.924169
507	3834.89764
508	3834.407161
509	3834.205482
510	3833.768019
511	3832.588061
512	3830.583226
513	3829.425764
514	3828.133681
515	3827.482242
516	3826.535285
517	3825.778388
518	3825.262796
519	3824.316539
520	3822.319166
521	3821.680075
522	3820.636715
523	3819.630559
524	3818.173356
525	3817.189064
526	3816.811318
527	3815.733127
528	3815.12228
529	3814.713426
530	3813.874968
531	3813.28427
532	3812.260828
533	3811.435674
534	3810.749562
535	3810.307955
536	3809.80439
537	3809.268649
538	3808.629479
539	3808.244904
540	3808.042019
541	3806.647233
542	3806.217698
543	3805.630096
544	3804.220164
545	3803.569588
546	3802.954929
547	3802.357627
548	3800.380778
549	3799.446023
550	3798.444548
551	3797.48096
552	3796.733804
553	3795.888485
554	3794.948587
555	3794.53407
556	3793.887313
557	3793.448555
558	3793.21115
559	3792.755197
560	3789.953842
561	3788.660261
562	3788.199784
563	3787.773205
564	3787.079099
565	3785.68004
566	3785.327945
567	3784.346397
568	3783.994187
569	3783.661358
570	3783.353075
571	3783.132013
572	3782.53866
573	3781.89819
574	3781.370771
575	3780.305661
576	3779.255283
577	3778.81641
578	3778.457979
579	3777.928127
580	3777.322581
581	3775.684524
582	3774.987215
583	3774.653344
584	3774.454733
585	3774.077091
586	3773.389237
587	3773.182437
588	3771.950319
589	3771.350466
590	3771.176554
591	3770.981521
592	3770.329274
593	3769.635531
594	3768.972619
595	3768.494804
596	3767.851377
597	3767.248294
598	3766.26549
599	3765.791681
600	3765.218818
601	3764.765763
602	3763.784379
603	3763.369261
604	3762.635009
605	3762.203352
606	3761.815925
607	3761.544781
608	3761.218475
609	3760.80821
610	3759.629648
611	3759.378635
612	3758.286
613	3757.819095
614	3756.773094
615	3756.285227
616	3755.947901
617	3755.78903
618	3755.33035
619	3754.582877
620	3754.152224
621	3753.77681
622	3753.606835
623	3753.22133
624	3752.87168
625	3752.413388
626	3751.301379
627	3750.307238
628	3749.136094
629	3748.418128
630	3747.622767
631	3746.655384
632	3746.04164
633	3744.538937
634	3744.39853
635	3744.02101
636	3742.79687
637	3741.958919
638	3741.739847
639	3741.251882
640	3740.224016
641	3739.702564
642	3738.398704
643	3738.136646
644	3737.634501
645	3737.031131
646	3736.43413
647	3736.154848
648	3735.652821
649	3735.182242
650	3734.128947
651	3733.541034
652	3730.053199
653	3729.366297
654	3729.008332
655	3727.838153
656	3726.85285
657	3726.451524
658	3725.602527
659	3724.996052
660	3724.386059
661	3723.472918
662	3722.237839
663	3721.714882
664	3721.259406
665	3720.590637
666	3720.181757
667	3719.938421
668	3719.674905
669	3719.341781
670	3717.996815
671	3717.391745
672	3717.230159
673	3717.028291
674	3716.337435
675	3716.2264
676	3715.652078
677	3713.763479
678	3712.952209
679	3712.319625
680	3711.984034
681	3711.445659
682	3711.177666
683	3710.541375
684	3709.88883
685	3709.288124
686	3708.365576
687	3708.109011
688	3707.70523
689	3707.388203
690	3706.971528
691	3705.939872
692	3704.760763
693	3704.259585
694	3703.590372
695	3703.09295
696	3702.329466
697	3701.956933
698	3701.631146
699	3701.287228
700	3700.849761
701	3700.601331
702	3700.166664
703	3699.597611
704	3698.896027
705	3698.555653
706	3698.230916
707	3697.573688
708	3696.794366
709	3696.511173
710	3695.496742
711	3694.736938
712	3694.544484
713	3694.12228
714	3693.779521
715	3692.907485
716	3692.661852
717	3692.272083
718	3691.782054
719	3691.647689
720	3691.332004
721	3690.713732
722	3690.333818
723	3689.767023
724	3689.363838
725	3688.922587
726	3688.365673
727	3688.071538
728	3687.442418
729	3686.966509
730	3686.503506
731	3685.648167
732	3684.235402
733	3683.002121
734	3682.401559
735	3682.00807
736	3681.817598
737	3681.431789
738	3679.61253
739	3678.909597
740	3678.784754
741	3678.574524
742	3677.768907
743	3676.800708
744	3675.341613
745	3675.0528
746	3673.923137
747	3673.527359
748	3673.072596
749	3672.71573
750	3672.409734
751	3671.730955
752	3671.522172
753	3671.158866
754	3670.847201
755	3670.044551
756	3669.419523
757	3669.106268
758	3668.629901
759	3667.998268
760	3667.617514
761	3667.343215
762	3667.300123
763	3666.370974
764	3665.833599
765	3664.934227
766	3664.632974
767	3663.999564
768	3663.406725
769	3662.469733
770	3662.239025
771	3661.631796
772	3661.002508
773	3660.664191
774	3660.285571
775	3659.608888
776	3659.344114
777	3658.565547
778	3657.842856
779	3656.836445
780	3656.378515
781	3655.88133
782	3655.02274
783	3654.645136
784	3654.362494
785	3653.914608
786	3653.619661
787	3653.213589
788	3653.002334
789	3652.825097
790	3651.872731
791	3650.573997
792	3650.513109
793	3649.94731
794	3649.467666
795	3649.118785
796	3648.857963
797	3648.328079
798	3648.11745
799	3647.912255
800	3647.136195
801	3646.846619
802	3646.665735
803	3646.105207
804	3645.61284
805	3645.181233
806	3644.952219
807	3644.519623
808	3644.036936
809	3643.769834
810	3643.302743
811	3643.045038
812	3642.557742
813	3642.303333
814	3641.64556
815	3641.116858
816	3640.872932
817	3640.748587
818	3639.164398
819	3638.455354
820	3638.005166
821	3635.754274
822	3635.15257
823	3634.723651
824	3633.961951
825	3633.567548
826	3633.104959
827	3632.926416
828	3632.677565
829	3631.843653
830	3631.52168
831	3631.062218
832	3630.834819
833	3629.961402
834	3628.85624
835	3628.443656
836	3627.93033
837	3626.601873
838	3626.288835
839	3625.929877
840	3625.526624
841	3624.811041
842	3624.574535
843	3622.854901
844	3622.630668
845	3622.418842
846	3620.542057
847	3619.933531
848	3619.420807
849	3619.075174
850	3618.529753
851	3618.030608
852	3617.722841
853	3617.504339
854	3617.199102
855	3616.711294
856	3616.31778
857	3616.037753
858	3615.652111
859	3615.021326
860	3614.839827
861	3614.616735
862	3613.99596
863	3613.697048
864	3613.506047
865	3613.167357
866	3612.943395
867	3612.352917
868	3612.066484
869	3611.602061
870	3610.97497
871	3610.626894
872	3610.19581
873	3609.454947
874	3609.223665
875	3609.051765
876	3608.743624
877	3608.276136
878	3607.571947
879	3607.360644
880	3606.971666
881	3606.639044
882	3606.229262
883	3605.198873
884	3604.022427
885	3603.701886
886	3601.721777
887	3601.143459
888	3601.010843
889	3600.741767
890	3600.487111
891	3600.097979
892	3599.74533
893	3599.025204
894	3598.936637
895	3598.753552
896	3598.417916
897	3597.659111
898	3597.206334
899	3596.599937
900	3596.234132
901	3595.942533
902	3595.555229
903	3594.974335
904	3594.251881
905	3593.833659
906	3593.211437
907	3592.917513
908	3592.533632
909	3591.584935
910	3591.016003
911	3590.733467
912	3590.656223
913	3590.527706
914	3590.338898
915	3589.755537
916	3589.374566
917	3589.223368
918	3588.889128
919	3587.662042
920	3587.131022
921	3586.56527
922	3586.33096
923	3585.724016
924	3585.504846
925	3585.089719
926	3584.212292
927	3583.239533
928	3583.050765
929	3582.725181
930	3582.541469
931	3581.852286
932	3581.091099
933	3580.643731
934	3579.643189
935	3579.319494
936	3579.13845
937	3578.563778
938	3578.306654
939	3577.270012
940	3576.759648
941	3576.498643
942	3576.270966
943	3575.857346
944	3575.479576
945	3575.338828
946	3574.903508
947	3574.406788
948	3574.13927
949	3573.194389
950	3573.092855
951	3572.796792
952	3572.475262
953	3571.906998
954	3571.476602
955	3570.619496
956	3570.22495
957	3569.949454
958	3569.091022
959	3568.940784
960	3568.023517
961	3567.100359
962	3566.822618
963	3566.63308
964	3566.498133
965	3566.384706
966	3566.158992
967	3565.767548
968	3565.452264
969	3565.337589
970	3564.18133
971	3563.588262
972	3563.173918
973	3562.845802
974	3562.534838
975	3561.810346
976	3561.431526
977	3561.155075
978	3560.530223
979	3560.310391
980	3560.086453
981	3559.713338
982	3559.42725
983	3559.011771
984	3558.786441
985	3558.401448
986	3558.081842
987	3557.167309
988	3557.04945
989	3556.617613
990	3556.185263
991	3555.400029
992	3555.016503
993	3554.617296
994	3554.07768
995	3553.824642
996	3553.577884
997	3553.299183
998	3552.082135
999	3551.823869
